,JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
85,Jr. Software Developer - Remote,UnitedHealth Group,"Dublin, OH 43017•Remote",15 days ago,2021-09-09,"
luContribute to the design and architecture to enable secure, scalable, and maintainable software and should be able to clearly articulate the implications of…lu
",,https://www.indeed.com/rc/clk?jk=a33f05d8fda8c177&fccid=d3d3520998346837&vjs=3
86,Web Site Developer,Sierra Management Corporation,"Carson City, NV•Remote",30+ days ago,2021-09-09,"
luCompetency in programming using luPHPlu and HTML.lu
luExperience with MySQL database design.lu
luDeployment of web sites in a multiple web site environment using Windows…lu
",,https://www.indeed.com/rc/clk?jk=ad298ddc644e1960&fccid=f492abcbc0e32a4e&vjs=3
87,newAssociate Software Engineer (Remote/Virtual) - Information T...,Careers | West Virginia University,"Morgantown, WV 26506•Remote",2 days ago,2021-09-09,"
luThis position will support the WVU Research Corporation (WVURC) and WVU Information Technology Services (ITS) by developing, creating, and modifying web-based…lu
",,https://www.indeed.com/rc/clk?jk=f40ddb624ea2be46&fccid=aa0a5cbd88d36750&vjs=3
88,newNetwork Specialist I,TDS Telecom,Remote,5 days ago,2021-09-09,"
luA Network Specialist I is a highly technical position who will be responsible for completing small to medium network design, engineering, configuration, and…lu
",,https://www.indeed.com/rc/clk?jk=e0a0016087fb0428&fccid=dda4b02c128db1bd&vjs=3
89,TeleCare Sales Personal Hearing Professional,Eargo,Remote,30+ days ago,2021-09-09,"
luAs part of the Sales Development team as a Personal Hearing Professional (PHP) you will use your hearing aid knowledge, fitting, and communication skills to…lu
",,https://www.indeed.com/rc/clk?jk=8658954bb1a0d369&fccid=bac37a69ef6b25a5&vjs=3
90,PHP Developer,adMixt,"New York, NY•Remote",24 days ago,2021-09-09,"
luDesign, develop, and maintain website tools and features.lu
luConsistently write code for optimal performance.lu
luUpgrade legacy code when necessary.lu
",,https://www.indeed.com/rc/clk?jk=e2fa7a30ca7a9cd7&fccid=a490fb0f75712ae4&vjs=3
91,newFull Stack Software Engineer - Remote,Humana,"Boston, MA 02110 (Downtown area)•Remote",7 days ago,2021-09-09,"
luThe Software Engineer 2 work assignments are varied and frequently require interpretation and independent determination of the appropriate courses of action.lu
",,https://www.indeed.com/rc/clk?jk=60d7bd08c174c9ca&fccid=5f1f0e6dcc6cbc83&vjs=3
92,Assistant Web Developer,PowerScore,"Charleston, SC 29492•Remote",30+ days ago,2021-09-09,"
luThe Assistant Web Developer assists in development, designing, and maintaining full-scale web frameworks, and will work with developers to assist in innovation…lu
",,https://www.indeed.com/rc/clk?jk=7b448229785dcf09&fccid=ab0b2e137a4480c6&vjs=3
93,Full Stack Web Developer - Node/React/Angular/PHP - Remote,Intercarve,Remote,30+ days ago,2021-09-09,"
luCandidates must be be able to demonstrate their ability to develop web applications of various sizes from start to finish, using a variety of scripting…lu
","$90,000 to $110,000 a year",https://www.indeed.com/rc/clk?jk=10fed9bbc0d310c7&fccid=dedd7f7220725ee3&vjs=3
94,Jr. Software Developer - Remote,UnitedHealth Group,"Dublin, OH 43017•Remote",15 days ago,2021-09-09,"
luContribute to the design and architecture to enable secure, scalable, and maintainable software and should be able to clearly articulate the implications of…lu
",,https://www.indeed.com/rc/clk?jk=a33f05d8fda8c177&fccid=d3d3520998346837&vjs=3
95,Senior Windows Server Software Engineer – PHP and C# or C++...,VMware,"Portland, OR•Remote",30+ days ago,2021-09-09,"
luPlan, design, develop, document, own, and maintain multiple features through the complete software development lifecycle.lu
luFull Time/ Part Time: Full Time.lu
","$105,000 a year",https://www.indeed.com/rc/clk?jk=7f54de045f5698b8&fccid=c762a27145bd166e&vjs=3
96,Web Site Developer,Sierra Management Corporation,"Carson City, NV•Remote",30+ days ago,2021-09-09,"
luCompetency in programming using luPHPlu and HTML.lu
luExperience with MySQL database design.lu
luDeployment of web sites in a multiple web site environment using Windows…lu
",,https://www.indeed.com/rc/clk?jk=ad298ddc644e1960&fccid=f492abcbc0e32a4e&vjs=3
97,newAssociate Software Engineer (Remote/Virtual) - Information T...,Careers | West Virginia University,"Morgantown, WV 26506•Remote",2 days ago,2021-09-09,"
luThis position will support the WVU Research Corporation (WVURC) and WVU Information Technology Services (ITS) by developing, creating, and modifying web-based…lu
",,https://www.indeed.com/rc/clk?jk=f40ddb624ea2be46&fccid=aa0a5cbd88d36750&vjs=3
98,newNetwork Specialist I,TDS Telecom,Remote,5 days ago,2021-09-09,"
luA Network Specialist I is a highly technical position who will be responsible for completing small to medium network design, engineering, configuration, and…lu
",,https://www.indeed.com/rc/clk?jk=e0a0016087fb0428&fccid=dda4b02c128db1bd&vjs=3
99,TeleCare Sales Personal Hearing Professional,Eargo,Remote,30+ days ago,2021-09-09,"
luAs part of the Sales Development team as a Personal Hearing Professional (PHP) you will use your hearing aid knowledge, fitting, and communication skills to…lu
",,https://www.indeed.com/rc/clk?jk=8658954bb1a0d369&fccid=bac37a69ef6b25a5&vjs=3
100,Senior Software Engineer (PHP/Symfony),Firebrand Technologies,"Newburyport, MA 01950•Remote",30+ days ago,2021-09-09,"
luReleasing code often and getting immediate real world feedback.lu
luCoding in luPHPlu with Symfony and deploying to Amazon Web Services.lu
",,https://www.indeed.com/rc/clk?jk=d4f29fa599dd5063&fccid=e9e84924dfed0b15&vjs=3
101,newFront End Developer,University of Minnesota,"Minneapolis, MN 55401 (North Loop area)•Remote",1 day ago,2021-09-09,"
luAll team members will be asked to attend certain in-person work events during the year regardless of remote status.lu
luDesign, implement, and execute test plans.lu
",,https://www.indeed.com/rc/clk?jk=8217a7671d93e73a&fccid=5c42f0ed4ae5b712&vjs=3
102,newFront End Developer- NBC Sports Next,NBCUniversal,Remote,6 days ago,2021-09-09,"
luWork collaboratively with internal team members and external stakeholders.lu
luCreate new and maintain existing websites and applications.lu
",,https://www.indeed.com/rc/clk?jk=ee66bdf897314be0&fccid=35d653c09c2712b6&vjs=3
103,Security Analyst - Access Management,Facebook,Remote,30+ days ago,2021-09-09,"
luFacebook is seeking an experienced InfoSec, Access Management Analyst to join the Information Security team.lu
luThis position will be responsible for understanding…lu
",,https://www.indeed.com/rc/clk?jk=9807f1ffe0ab49f9&fccid=1639254ea84748b5&vjs=3
104,Software Engineer Manager,Facebook,Remote,30+ days ago,2021-09-09,"
luSoftware Engineering Managers are clearly characterized by progressive technical experience and demonstrated progression in management responsibility.lu
",,https://www.indeed.com/rc/clk?jk=d72dac4b87844b5d&fccid=1639254ea84748b5&vjs=3
105,FULL-STACK WEB DEVELOPER,Twelve23,"Seattle, WA•Remote",30+ days ago,2021-09-09,"
luGather requirements and prepare documentation for software development & testing.lu
luWork collaboratively with design and account teams.lu
","$90,000 to $120,000 a year",https://www.indeed.com/rc/clk?jk=a23c732d996b8a03&fccid=5c00ed863945bd9e&vjs=3
106,Enterprise Systems Engineer,Facebook,Remote,30+ days ago,2021-09-09,"
luProduce systems that are scalable, automated, and well-documented, and train others to take on operations.lu
luFind ways to leverage the scale and complexity of the…lu
",,https://www.indeed.com/rc/clk?jk=8c260ec2db3c1711&fccid=1639254ea84748b5&vjs=3
107,Software Developer / Analyst - Remote or In-Office,Randall-Reilly,"Charlotte, NC 28270 (Oxford Hunt area)•Remote",14 days ago,2021-09-09,"
luSoftware developers at Randall-Reilly design, build, and support new products, features, and upgrades to products that provide content and data services.lu
",,https://www.indeed.com/rc/clk?jk=4e83646ae3315915&fccid=cc7253679ad3bade&vjs=3
108,newDIGITAL PRODUCER TRAINING PROGRAM,Coalition Technologies,"Culver City, CA 90232•Remote",2 days ago,2021-09-09,"
luThe most competitive profit-sharing bonus plans in the industry.lu
luWe pay up to 50% of all profits monthly to all full-time employees!lu
luPassion to build a startup.lu
",,https://www.indeed.com/company/Coalition-Technologies/jobs/Digital-Producer-Training-Program-82d258fe1c5fb990?fccid=cb4bf53ec81a87ba&vjs=3
109,Laravel Developer [Remote],Radish Lab,Remote,21 days ago,2021-09-09,"
luAs a part of our development team you will work on numerous projects, translating design into clean and consistent code.lu
luKnow when to ask for help.lu
",,https://www.indeed.com/rc/clk?jk=10ec55c32a0603e8&fccid=a3edf4e62e3a1f89&vjs=3
110,Software Developer,Frogslayer,"Austin, TX•Remote",30+ days ago,2021-09-09,"
luWrite code to develop large features.lu
luEmployment Type: Full-time employee.lu
luCompensation for this role will be based on candidate's experience, potential for…lu
","$60,000 to $90,000 a year",https://www.indeed.com/rc/clk?jk=e69c15fb83efaf31&fccid=82787de1c1053a14&vjs=3
111,newFull-Stack Web Engineer,Book Riot,"Portland, OR•Remote",Just posted,2021-09-09,"
luDesigning and implementing new custom features and functionality.lu
luOffice locations: Portland, OR; Vancouver, BC; relocation stipend provided for move to either…lu
","$93,732 a year",https://www.indeed.com/rc/clk?jk=e3c227173e44f3b3&fccid=4c83fbdd0f8a14de&vjs=3
112,"Security Engineer Investigator, Information Operations",Facebook,Remote,15 days ago,2021-09-09,"
luWe are seeking an experienced threat investigator to detect and track adversary groups both on and off the Facebook platform, investigate complex threats,…lu
",,https://www.indeed.com/rc/clk?jk=4179c817b16d9419&fccid=1639254ea84748b5&vjs=3
113,Web and Support Developer,SolTech Inc.,"Peachtree Corners, GA 30092•Remote",12 days ago,2021-09-09,"
luFulfill and manage an ongoing queue of web application development projects, enhancements, and updates.lu
luAssist in the planning and development of lifecycle web…lu
",,https://www.indeed.com/rc/clk?jk=ea620e5b93bc520f&fccid=dc2af3cb1af58a67&vjs=3
114,Web Application Developer,Princeton Plasma Physics Laboratory,"Princeton, NJ 08540•Remote",12 days ago,2021-09-09,"
luThe Web Application Developer will play a key role in the implementation and/or integration of platforms and systems required to support PPPL’s mission.lu
",,https://www.indeed.com/rc/clk?jk=4350e30f8de689d2&fccid=d84ddd84f3981ee7&vjs=3
115,Web Developer,Penn State University,"University Park, PA•Remote",30+ days ago,2021-09-09,"
luThis individual will manage projects to implement new features and functionality, ensure high performance and availability, and maintain all technical aspects…lu
",,https://www.indeed.com/rc/clk?jk=ea689aa797686c51&fccid=ee32437d8dec00bd&vjs=3
116,PHP Developer,Engine23,"New York, NY•Remote",30+ days ago,2021-09-09,"
luDevelop full stack on modern LAMP frameworks with clean, self documenting, and well documented code, experience with RequireJS, KnockoutJs, JQuery, Symfony,…lu
",,https://www.indeed.com/rc/clk?jk=460741b6b909dbec&fccid=ee9553c14388f255&vjs=3
117,Engineer - Machine Learning | Ingénieur logiciel - Apprentis...,Facebook,Remote,25 days ago,2021-09-09,"
luDevelop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models.lu
",,https://www.indeed.com/rc/clk?jk=b23ef5b91e866be4&fccid=1639254ea84748b5&vjs=3
118,PHP Back End Web Developer - Remote Opportunity,Grand Canyon Education,"Phoenix, AZ 85017 (Alhambra area)•Remote",30+ days ago,2021-09-09,"
luBuild robust and scalable software in luPHPlu, MySQL, Symfony and Drupal frameworks.lu
luGCE designs and develops educational programs for GCU and other traditional…lu
",,https://www.indeed.com/rc/clk?jk=f83b8194b46a186d&fccid=85f1e6a323b3b597&vjs=3
119,"Security Engineer Investigator, Dangerous Organizations",Facebook,Remote,30+ days ago,2021-09-09,"
luWe are seeking an experienced threat investigator to detect and track adversary groups both on and off the Facebook platform, investigate complex threats,…lu
",,https://www.indeed.com/rc/clk?jk=0c8e1e9850f64527&fccid=1639254ea84748b5&vjs=3
120,Software Developer II,Loxley Services,"Gainesville, FL•Remote",22 days ago,2021-09-09,"
luDesign and Develop of new product features and development tasks.lu
luMedical, dental, vision, 401k program, and MORE!lu
lu7 federal holidays off PLUS Veterans Day.lu
",,https://www.indeed.com/rc/clk?jk=c035b8bc75df979f&fccid=f84ab7dad9265e16&vjs=3
121,"Staff Software Engineer, Backend - Backend",Slack,Remote,30+ days ago,2021-09-09,"
luYou’ll actively own features or systems and define their long-term health, while also improving the health of surrounding systems.lu
",,https://www.indeed.com/rc/clk?jk=9ec1fa32af11901c&fccid=8d0ce3817d129779&vjs=3
122,Web Developer,Clemson University,"Clemson, SC•Remote",30+ days ago,2021-09-09,"
luDeveloping application features as designed by senior development staff.lu
lu10% - Essential - Project Management: Works directly with stakeholders to define…lu
","$40,759 to $53,000 a year",https://www.indeed.com/rc/clk?jk=5399ac8e13444048&fccid=d90edaccbd86b65a&vjs=3
123,newMobile React Developer,Play Magnus,Remote,8 days ago,2021-09-09,"
luDevelop and expand our recently released React Native Mobile App.lu
luImplement new designs as provided by the product designer.lu
",,https://www.indeed.com/rc/clk?jk=23d5a1e4ef0549ad&fccid=dc48073908fcb2bb&vjs=3
124,newSEO ANALYST,Coalition Technologies,"Culver City, CA 90232•Remote",2 days ago,2021-09-09,"
luThe most competitive profit-sharing bonus plans in the industry.lu
luWe pay up to 50% of all profits monthly to all full-time employees!lu
",,https://www.indeed.com/company/Coalition-Technologies/jobs/SEO-Analyst-682245b0b4a20cc3?fccid=cb4bf53ec81a87ba&vjs=3
125,Web Designer,NetOne360,Remote,30+ days ago,2021-09-09,"
luCandidates for this role should possess a degree in web design, computer science or a related field, as well as 2+ years of experience relating directly to the…lu
",,https://www.indeed.com/rc/clk?jk=bfaec002461338f2&fccid=ad0eaee6f2a97602&vjs=3
126,CRM Designer,CSCI Consulting,Remote,9 days ago,2021-09-09,"
luIncumbent works in the Department of Child Services (DCS), Child Support Bureau (CSB), as a senior INvest Trainer responsible for: developing, executing, and…lu
",,https://www.indeed.com/company/CSCI-Consulting/jobs/Crm-Designer-baeb8bd4c1f611a2?fccid=5c5386a36e666078&vjs=3
127,Associate Business Analyst,Datacare Corporation,Remote,30+ days ago,2021-09-09,"
luUnder the direction of a manager of Datacare Corporation, the Associate Business Systems Analyst I will work with other Business Systems Analysts and Software…lu
",,https://www.indeed.com/rc/clk?jk=5afe1051aa9a6f9a&fccid=e52a9b7ae2665680&vjs=3
128,Client Security Engineer,Facebook,Remote,18 days ago,2021-09-09,"
luClient Security Engineers design and develop solutions to ensure Facebook data and systems can only be accessed by trusted devices, and that applicable security…lu
",,https://www.indeed.com/rc/clk?jk=6056274d5a41fefc&fccid=1639254ea84748b5&vjs=3
129,Web Designer (Remote),"DealerOn, Inc.",Remote,15 days ago,2021-09-09,"
luThe Web Designer will be responsible for supporting Implementation and Client Support teams through completing website design changes as requested by clients in…lu
",,https://www.indeed.com/rc/clk?jk=43d787c766d2a7ac&fccid=aad6955e33f3c166&vjs=3
